display_name,centroid_lat,centroid_long,radius
Rayleigh,51.588461,0.607656,1.853816
Crawley,51.115310,-0.176302,5.162403
Rochdale,53.618877,-2.158142,4.883079
Maidstone,51.258926,0.536361,10.375341
Gillingham,51.370016,0.576841,3.107469
Blackburn,53.754260,-2.474902,5.274908
Chesterfield,53.231547,-1.399450,7.615705
Basildon,51.572769,0.464595,3.292938
Rotherham,53.450040,-1.327511,8.121817
Slough,51.517422,-0.596795,5.011066
Hemel Hempstead,51.752845,-0.468920,5.028776
Peterborough,52.580256,-0.268153,14.685816
Worcester,52.189532,-2.226609,12.756232
Halifax,53.723232,-1.872918,6.181568
Gillingham,51.037186,-2.290339,4.514331
High Wycombe,51.633324,-0.751391,8.549698
Colchester,51.882732,0.889436,11.477887
Wigan,53.539710,-2.642876,7.454189
Doncaster,53.524603,-1.081981,13.934751
Nuneaton,52.537549,-1.468759,10.027432
Telford,52.685660,-2.472930,9.580405
Lincoln,53.207939,-0.522569,20.422320
Hartlepool,54.685869,-1.231848,6.639493
Basingstoke,51.259673,-1.110450,7.853712
Southport,53.640289,-2.992817,5.825905
Darlington,54.530398,-1.564625,12.780656
Bedford,52.115595,-0.477265,13.195044
Wakefield,53.678796,-1.513346,7.650904
Woking,51.317536,-0.572606,5.805803
Preston,53.776320,-2.728285,14.145480
Sale,53.421066,-2.326094,1.856393
Stevenage,51.906222,-0.183101,4.985050
Solihull,52.403508,-1.788800,6.202507
Eastbourne,50.782882,0.280520,4.644357
Grimsby,53.548669,-0.097527,9.922830
Worthing,50.822308,-0.395952,5.395074
Gateshead,54.943346,-1.591620,3.718646
Cheltenham,51.900514,-2.041809,15.911734
Chelmsford,51.729359,0.508457,19.428973
St Helens,53.454777,-2.732617,5.564874
Blackpool,53.813891,-3.034109,4.246749
Stockport,53.398473,-2.134468,6.220919
Huddersfield,53.636147,-1.778940,8.272641
Barnsley,53.551752,-1.458266,6.614197
Oldham,53.547837,-2.098754,6.719938
Paignton,50.435437,-3.574120,3.325102
Chester,53.187772,-2.884395,9.599062
Burnley,53.795556,-2.255860,5.291634
Burton-on-Trent,52.804641,-1.655414,8.834916
Lowestoft,52.473456,1.725468,5.413450
Weston-super-Mare,51.346614,-2.946752,5.477643
Shrewsbury,52.716377,-2.769435,14.576048
Crewe,53.093907,-2.426055,11.495584
Widnes,53.372674,-2.742371,3.245186
Farnborough,51.293889,-0.763275,1.991119
Grays,51.486241,0.329744,3.930957
Tamworth,52.624218,-1.674736,6.684898
Dewsbury,53.687599,-1.632997,3.251102
Scarborough,54.273113,-0.429074,10.695744
Eastleigh,50.976275,-1.358643,3.565502
Walsall,52.606257,-1.973946,4.966714
Cannock,52.696164,-2.011413,3.357593
South Shields,54.980250,-1.425411,2.140628
Rochester,51.400009,0.508479,9.873701
Dudley,52.514779,-2.103241,6.038869
Gosport,50.804159,-1.151535,2.565897
Margate,51.383729,1.389299,2.418555
Ellesmere Port,53.277090,-2.920792,3.084239
Washington,54.902402,-1.526498,2.578342
Bury,53.607136,-2.307056,5.022625
Redditch,52.295408,-1.936674,6.502799
Londonderry,54.990059,-7.267314,31.293583
Chatham,51.362530,0.531045,3.299306
Craigavon,54.438316,-6.373619,10.855837
Ashford,51.430791,-0.457653,1.290312
Stockton-on-Tees,54.567276,-1.337269,9.777952
Runcorn,53.330320,-2.704111,3.139076
Ashford,51.141048,0.843914,11.254746
Stourbridge,52.452160,-2.154621,7.452634
Bognor Regis,50.791061,-0.677054,3.811322
Harlow,51.766661,0.106429,6.008639
Batley,53.718811,-1.642260,2.039233
Stafford,52.795208,-2.131097,11.884030
St Albans,51.756541,-0.333373,8.675896
Bracknell,51.416051,-0.753024,3.563524
Scunthorpe,53.586782,-0.667791,8.649596
Harrogate,54.008783,-1.566842,18.188454
Maidenhead,51.523696,-0.728377,4.725334
Carlisle,54.896850,-2.924182,16.870895
Rugby,52.368719,-1.271472,7.818213
Newtownabbey,54.676632,-5.938998,4.004958
Aylesbury,51.810132,-0.837267,11.796937
Mansfield,53.160115,-1.177435,6.686886
Taunton,51.030393,-3.135701,15.986695
Neath,51.680242,-3.779269,12.161421
Canterbury,51.268060,1.106342,9.820867
Loughborough,52.767875,-1.203464,7.748608
Willenhall,52.595427,-2.050261,3.208030
Sutton-in-Ashfield,53.128348,-1.267701,2.659776
Barrow-in-Furness,54.118234,-3.221448,4.915646
Hamilton,55.770732,-4.054917,4.530004
Leamington Spa,52.284525,-1.522403,6.257362
Clacton-on-Sea,51.804917,1.143562,6.631572
Durham,54.777052,-1.571865,11.060953
Sittingbourne,51.339700,0.729744,5.956314
Barry,51.407347,-3.291070,7.150608
Wellingborough,52.306141,-0.664528,8.524906
Macclesfield,53.262472,-2.137174,8.600805
Corby,52.490940,-0.699653,8.434990
Kettering,52.400791,-0.704972,11.374069
Kingswinford,52.498363,-2.164913,1.746998
Northwich,53.256383,-2.532920,6.311461
Dunfermline,56.063375,-3.455012,8.193983
Altrincham,53.385923,-2.342497,3.874153
Livingston,55.892611,-3.515052,3.554690
Horsham,51.056945,-0.330908,8.217629
Ayr,55.445955,-4.592065,14.969111
Esher,51.368278,-0.354681,2.144943
Torquay,50.474647,-3.534722,2.948144
Kings Lynn,52.762606,0.485842,17.861908
Gravesend,51.421666,0.367966,6.778806
Welwyn Garden City,51.799088,-0.195146,2.362179
Tunbridge Wells,51.136305,0.265449,7.237508
Banbury,52.056498,-1.348593,9.433100
Keighley,53.871522,-1.938576,7.122770
Littlehampton,50.814344,-0.514173,4.062574
Aldershot,51.250463,-0.744930,2.687665
Lancaster,54.054878,-2.746073,17.878323
Christchurch,50.746914,-1.754453,5.536690
Hereford,52.055480,-2.783563,20.153959
Perth,56.405667,-3.433480,12.619141
Brentwood,51.625450,0.312141,5.330459
Kidderminster,52.384702,-2.299839,12.275057
Shoreham-by-Sea,50.835986,-0.266886,3.190656
Folkestone,51.091270,1.161857,5.929639
Cwmbran,51.651068,-3.027961,2.885344
Weymouth,50.622460,-2.466203,8.580856
Yeovil,50.955103,-2.637727,9.965482
Llanelli,51.715664,-4.139783,9.290956
Newbury,51.399554,-1.328234,10.112771
Winchester,51.070158,-1.319260,9.838405
Camberley,51.326444,-0.742916,4.680210
Worksop,53.315934,-1.137347,7.231028
Lytham St Annes,53.750487,-3.002455,3.223674
Canvey Island,51.522238,0.589736,2.547820
Wokingham,51.406834,-0.848482,3.876163
Boston,52.988051,-0.021655,12.994390
Braintree,51.889845,0.541296,9.705631
Bishops Stortford,51.868610,0.179540,6.684656
Blyth,55.122242,-1.522510,2.616737
Jarrow,54.967658,-1.484314,1.748463
Hoddesdon,51.765348,-0.009156,2.076683
Leyland,53.692321,-2.708117,4.988169
Bury St Edmunds,52.263081,0.708483,16.557357
Herne Bay,51.364415,1.129159,3.417423
Prescot,53.423167,-2.795404,4.369328
Wallsend,55.000066,-1.520155,1.972452
Bexhill-on-Sea,50.845823,0.465458,2.704240
Dover,51.148065,1.291842,6.549568
Coatbridge,55.859710,-4.031676,3.578397
Ashton-under-Lyne,53.498186,-2.081655,3.159142
Fareham,50.854117,-1.195476,5.668836
Tipton,52.532817,-2.055259,1.369766
Ramsgate,51.338738,1.397451,5.855798
Ilkeston,52.973360,-1.323383,4.781639
Port Talbot,51.607192,-3.765762,8.051805
Fleet,51.277835,-0.840806,2.084569
Cleethorpes,53.554658,-0.036569,2.230447
Hinckley,52.537028,-1.369926,4.658947
Bridgwater,51.130725,-2.997806,11.113708
Andover,51.219994,-1.500766,7.626506
Hatfield,51.755015,-0.220366,3.794853
Castleford,53.724035,-1.346484,2.870132
Kilmarnock,55.619470,-4.503011,8.780872
Greenock,55.942568,-4.777554,4.923825
Leighton Buzzard,51.907464,-0.663740,5.829675
Grantham,52.904388,-0.631643,12.807441
Swadlincote,52.755751,-1.555940,6.548872
Glenrothes,56.197571,-3.173367,4.788015
Salisbury,51.086704,-1.821872,16.971503
Havant,50.861425,-0.985920,1.984433
Abingdon,51.670469,-1.295466,6.678481
Great Yarmouth,52.619939,1.697199,11.468328
Tonbridge,51.189972,0.346136,10.598345
Chorlton,53.442460,-2.273853,1.391000
Dalry,55.942382,-3.221709,0.652000
Holborn,51.520278,-0.116144,0.953000
Carrington,52.973910,-1.152879,0.145000
Norris Green,53.445059,-2.920173,1.486000
Princes Park,53.388305,-2.955720,0.519000
Guildford,51.238916,-0.569581,9.616000
Cheetham Hill,53.504861,-2.240720,1.113000
Hillside,55.958653,-3.176739,0.414000
Lakeside,51.513525,-3.169138,0.348000
Dulwich,51.453310,-0.077699,1.722000
Prestonfield,55.932696,-3.160993,0.477000
Tower Hamlets,51.517390,-0.043297,2.326000
West Derby,53.433847,-2.899618,2.859000
Penarth,51.437170,-3.180184,1.339000
Harrow,51.582748,-0.337755,3.500000
Alum Rock,52.488018,-1.844546,1.368000
West Hampstead,51.546263,-0.193261,1.268000
Cregagh,54.582696,-5.899746,1.040000
Elephant and Castle,51.490073,-0.087031,1.377000
Muirhouse,55.970752,-3.259397,0.550000
Southside,55.833112,-4.278071,7.066000
Drumchapel,55.911468,-4.366516,1.553000
Adamsdown,51.484404,-3.157939,0.679000
Redcliffe,51.447051,-2.589526,0.343000
Clapham,51.458575,-0.143666,2.416000
Hulme,53.464440,-2.252809,0.985000
Bearwood,52.477516,-1.971836,0.853000
Roundhay,53.830178,-1.513899,2.152000
Haymarket,55.944705,-3.217705,0.659000
Ipswich,52.060117,1.133569,20.225000
Cheetwood,53.499483,-2.249539,0.317000
Baillieston,55.850597,-4.116581,1.322000
Plumstead,51.483375,0.084515,1.435000
Inch,55.919277,-3.156865,0.718000
Winson Green,52.491812,-1.936180,0.943000
Newcraighall,55.933615,-3.112911,2.005000
Tremorfa,51.487817,-3.139900,0.519000
Nuthall,52.990890,-1.229058,1.870000
Rutherglen,55.819984,-4.209203,2.464000
Beeston,53.774051,-1.554841,1.358000
Ely,51.476411,-3.249684,1.652000
Walton on Thames,51.380116,-0.408197,1.219000
East Craigs,55.951824,-3.305633,0.441000
Drumoyne,55.856729,-4.331454,0.905000
Handsworth,52.506074,-1.924362,2.454000
St George,51.459532,-2.544171,1.671000
Withington,53.433918,-2.227396,1.465000
Old Street,51.528828,-0.083225,1.117000
Bishopston,51.475506,-2.589793,1.049000
Inverness,57.465688,-4.223149,67.215000
Whitefield,53.545893,-2.287613,1.768000
Erith,51.478040,0.168486,1.948000
Alwoodley,53.854111,-1.534469,2.599000
Northfield,52.411087,-1.970698,2.854000
Lisburn,54.531702,-6.039102,5.327000
Roath Park,51.498152,-3.168129,1.066000
Orpington,51.379795,0.099945,1.853000
Garston,53.356691,-2.901254,1.049000
Westbury On Trym,51.493854,-2.610218,2.283000
Lark Lane,53.380062,-2.947196,0.429000
Croydon,51.375550,-0.094766,4.065000
Carshalton,51.371741,-0.168968,1.306000
Ocean Terminal,55.977173,-3.179885,0.267000
Clifton,51.459272,-2.611544,1.104000
Halesowen,52.460626,-2.051376,4.287000
Gracemount,55.905482,-3.159099,0.384000
Sneyd Park,51.473060,-2.634159,0.565000
West Park,53.834004,-1.599715,1.024000
Richmond,51.457163,-0.307661,3.485000
Smethwick,52.488145,-1.968206,1.929000
Springboig,55.857328,-4.157874,0.410000
Fountainbridge,55.939664,-3.216770,1.113000
Cinderhill,52.985494,-1.202046,0.682000
Colinton,55.906954,-3.241896,2.954000
Albany Road,51.492873,-3.164895,0.816000
Lenzie,55.923947,-4.155425,1.886000
Belle Isle,53.761846,-1.528050,1.085000
Exeter,50.720918,-3.512759,23.272000
Canning Town,51.515863,0.023108,1.854000
Digbeth,52.471937,-1.885810,0.758000
Milngavie,55.942187,-4.322562,1.898000
Musselburgh,55.940597,-3.047867,3.231000
Victoria Park,51.535356,-0.041352,1.058000
Yorkhill,55.866042,-4.292215,0.331000
Headley Park,51.418467,-2.609612,0.500000
Halton,53.796969,-1.469536,1.181000
Hyson Green,52.964819,-1.172223,0.580000
Fishponds,51.476898,-2.527135,2.390000
Ancoats,53.483056,-2.223893,0.896000
Hoxton,51.530316,-0.080282,0.845000
Lisburn Road,54.581233,-5.950012,0.678000
Shepherds Bush,51.503199,-0.230584,1.899000
Manor House,51.575899,-0.092154,1.080000
Castle Bromwich,52.502024,-1.776891,3.271000
Tottenham,51.592996,-0.074120,1.395000
Smithdown Road,53.393100,-2.932780,1.122000
Newlands,55.818636,-4.281157,1.409000
Eastville,51.471452,-2.559629,1.075000
East Finchley,51.590946,-0.168899,1.074000
Newham,51.528769,0.036574,2.021000
Knightswood,55.893844,-4.352925,2.264000
Pengam Green,51.490459,-3.134629,0.394000
Canonmills,55.962170,-3.196948,0.524000
West End,55.873823,-4.288037,2.938000
Kirkdale,53.433567,-2.979916,0.995000
Leith Links,55.969390,-3.162211,0.654000
Joppa,55.947682,-3.094830,1.716000
Paisley Road West,55.851722,-4.292958,1.051000
Victoria Park,51.437316,-2.586489,0.407000
St Mellons,51.522651,-3.099374,0.903000
Stoke-on-Trent,53.027350,-2.157313,22.172000
Whiteinch,55.873962,-4.336976,0.814000
Craiglockhart,55.923169,-3.238815,1.038000
New Malden,51.399538,-0.258320,1.394000
Wembley Park,51.564403,-0.278325,1.287000
Bethnal Green,51.526705,-0.054540,1.644000
Rise Park,53.010569,-1.173299,0.705000
Lawrence Hill,51.456622,-2.565396,0.505000
Maypole,52.406517,-1.888241,1.306000
Hornsey,51.577724,-0.118269,1.184000
Llandough,51.448071,-3.195433,0.402000
Keynsham,51.410723,-2.499742,1.230000
Coventry,52.410175,-1.516469,12.422000
Abbeyhill,55.957046,-3.169191,0.326000
Shadwell,53.853036,-1.506455,2.737000
St Georges Cross,55.872415,-4.268958,0.450000
Nottingham City Centre,52.954663,-1.148474,1.434000
Thornton Heath,51.397158,-0.105931,1.060000
Viewforth,55.939122,-3.211716,0.137000
Beechdale,52.961444,-1.200636,0.949000
Llanishen,51.526271,-3.191785,1.364000
Four Winds,54.553770,-5.897849,0.747000
Castlereagh,54.583951,-5.886724,2.401000
Heaton Moor,53.421354,-2.183656,0.990000
Northfield,55.950480,-3.135692,0.359000
Heaton Chapel,53.426689,-2.175104,0.470000
Patchway,51.533308,-2.576380,0.961000
Highbury Vale,52.994114,-1.187279,0.475000
Canada Water,51.494277,-0.046627,1.183000
Stoke Park,51.494683,-2.544147,0.129000
London Bridge,51.496514,-0.080415,2.241000
Battersea,51.466377,-0.160280,1.736000
Coombe Dingle,51.493571,-2.645868,0.500000
Dagenham,51.547672,0.140171,1.923000
Hillhead,55.875081,-4.287847,0.630000
Netherfield,52.963360,-1.074786,0.373000
Carlton,52.967987,-1.100818,2.546000
Stokes Croft,51.461892,-2.589509,0.297000
Sandwell,52.515393,-2.009479,4.759000
Carntyne,55.861096,-4.182505,1.082000
Ealing,51.514272,-0.312633,3.870000
Burnside,55.815115,-4.199573,1.140000
Cotteridge,52.416926,-1.929794,0.722000
Victoria Park,53.456091,-2.212159,0.658000
Tollcross,55.845968,-4.179075,1.446000
Brentford,51.486211,-0.308915,1.587000
Wavertree,53.395196,-2.929244,1.399000
Chiswick,51.493573,-0.261431,2.212000
West End,51.515024,-0.140273,1.635000
Leith Walk,55.963199,-3.176177,0.837000
Woodlands,55.871190,-4.274742,0.381000
Cardiff City Centre,51.480854,-3.174169,1.284000
Archway,51.565774,-0.129348,0.994000
Walthamstow,51.582621,-0.017327,1.456000
Easterhouse,55.866347,-4.118287,2.010000
Surbiton,51.389476,-0.298863,1.691000
The Shore,55.975175,-3.170874,0.778000
City of London,51.514641,-0.091902,1.499000
Restalrig,55.962246,-3.151800,0.685000
North West London,51.576263,-0.282693,13.037000
Mossley Hill,53.384279,-2.916079,0.964000
St Johns Wood,51.531060,-0.174756,0.967000
Gartcosh,55.890857,-4.085932,0.861000
Surrey Quays,51.493587,-0.044471,1.083000
Streatham Hill,51.435762,-0.125097,1.008000
Everton,53.419801,-2.967878,1.114000
Slateford,55.932893,-3.235293,0.758000
Morningside,55.926867,-3.209328,0.572000
Balham,51.440494,-0.147836,1.465000
Dalston,51.545184,-0.071296,1.011000
Teddington,51.426439,-0.333441,1.503000
Kingsbury,51.583939,-0.265531,1.909000
Balsall Heath,52.456043,-1.885479,1.458000
Hounslow,51.469783,-0.367450,3.260000
Juniper Green,55.904105,-3.284832,0.967000
Bridgeton,55.847013,-4.226138,0.405000
Whalley Range,53.451300,-2.259540,1.282000
Wandsworth,51.451489,-0.179232,2.747000
Gorgie,55.936503,-3.233783,0.633000
St Agnes,51.464270,-2.578454,0.145000
North Finchley,51.613707,-0.176910,1.247000
Yardley Wood,52.413230,-1.867175,0.945000
Cardiff Bay,51.465833,-3.171548,1.887000
Cyncoed,51.515793,-3.163264,1.506000
Harpurhey,53.509851,-2.210753,1.041000
Holbeck,53.783322,-1.561635,0.300000
Rhiwbina,51.522382,-3.209743,1.647000
Woodthorpe,52.989362,-1.125770,1.304000
Kelvinbridge,55.875202,-4.278069,0.579000
Strelley,52.975991,-1.227065,0.501000
Falls Road,54.594260,-5.961341,0.748000
St Annes,51.450633,-2.541733,0.618000
Stretford,53.450294,-2.305138,2.161000
Crookston,55.830472,-4.363413,1.061000
Sunderland,54.904504,-1.405308,6.159000
Stoke Newington,51.560597,-0.075584,1.116000
West Bridgford,52.930692,-1.128888,1.586000
Portobello,55.952672,-3.111511,1.380000
Rowley Regis,52.482182,-2.040931,1.795000
Tuebrook,53.425241,-2.935847,1.002000
Bishopbriggs,55.903786,-4.216854,1.975000
Manor Park,51.546016,0.048953,1.384000
Old Market,51.456123,-2.579911,0.429000
Farnley,53.787825,-1.615309,1.174000
Gatley,53.391115,-2.242438,1.597000
Leith,55.966703,-3.174979,1.483000
Cliftonwood,51.450012,-2.613959,0.348000
Ibrox,55.853860,-4.301135,0.939000
Oxford,51.746378,-1.226748,12.694000
Renfrew,55.872676,-4.391063,1.651000
Ruislip,51.569673,-0.408951,1.789000
Salford Quays,53.473280,-2.283478,1.073000
Selly Oak,52.439925,-1.937375,2.140000
Tollcross,55.943359,-3.202722,0.378000
Islington,51.543095,-0.102022,2.089000
Twickenham,51.449221,-0.339626,2.405000
Perry Barr,52.511295,-1.900542,1.288000
Crystal Palace,51.415741,-0.075990,1.434000
Hanham,51.448788,-2.516739,1.174000
Maida Vale,51.528678,-0.189728,1.265000
Crumpsall,53.516211,-2.240477,1.192000
Grangetown,51.469544,-3.185554,0.925000
Totterdown,51.440646,-2.576254,0.685000
Stoneycroft,53.419253,-2.917036,0.924000
Walton,53.445138,-2.967346,1.711000
Pilton,55.972917,-3.239096,1.197000
Finsbury Park,51.568609,-0.106825,1.388000
Brockley,51.460304,-0.035723,0.902000
Lozells,52.501843,-1.907761,0.541000
Palmers Green,51.615954,-0.104603,1.090000
Craigentinny,55.959438,-3.140131,1.105000
Mile End,51.522412,-0.033460,1.549000
Thornhill,51.538191,-3.195049,0.795000
Carrick Knowe,55.934902,-3.273916,0.499000
Fallowfield,53.441429,-2.221814,1.888000
Swiss Cottage,51.544500,-0.178128,1.161000
Stranmillis,54.575433,-5.932556,0.805000
Kings Park,55.821347,-4.240500,1.306000
Horfield,51.487309,-2.582062,1.503000
Chingford,51.617553,-0.005393,2.009000
Top Valley,53.007393,-1.165656,0.737000
Cathays,51.492881,-3.176686,1.026000
Northern Quarter,53.483504,-2.233885,0.475000
Basford,52.983124,-1.176710,1.343000
Sheffield,53.381301,-1.460548,26.577000
Ladywood,52.475575,-1.925823,0.958000
Old Basford,52.985465,-1.180101,0.673000
Fettes,55.968803,-3.227809,0.428000
Crouch End,51.578485,-0.120775,0.982000
Riddrie,55.866720,-4.188992,0.712000
Redfield,51.458211,-2.556452,0.383000
Forest Fields,52.969077,-1.165556,0.617000
Westminster,51.511514,-0.146061,4.010000
Wester Hailes,55.916875,-3.281786,0.902000
Nottingham,52.954663,-1.148474,7.626000
